/BIC/S2REPPER,/BIC/S2COMPANY,/BIC/S2QRT2,/BIC/S2COLUMN,/BIC/S2ROW,FISCVARNT,RECORDMODE,/BIC/S2FIGURE,Column1
1585,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,-22937446.88
1586,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0090           ,K4, ,-8316.72
1587,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0130           ,K4, ,-23068820.98
1588,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0180           ,K4, ,139690.818
1589,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0200           ,K4, ,0
1590,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0210           ,K4, ,0
1591,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0220           ,K4, ,0
1592,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0230           ,K4, ,0
1593,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0270           ,K4, ,-22673658.82
1594,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0280           ,K4, ,-22342203.67
1595,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0290           ,K4, ,202073772.1
1596,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0300           ,K4, ,7743.708
1597,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0310           ,K4, ,-331455.156
1598,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0330           ,K4, ,755736.768
1599,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0360           ,K4, ,-76869923.18
1600,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0370           ,K4, ,0
1601,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0380           ,K4, ,0
1602,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0410           ,K4, ,0
1603,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0420           ,K4, ,-1004809.236
1604,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0500           ,K4, ,-166523272.8
1605,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0510           ,K4, ,105465200.2
1606,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0520           ,K4, ,-547141416.3
1607,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0560           ,K4, ,195354.072
1608,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0600           ,K4, ,27016929.18
1609,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0650           ,K4, ,-126063246.3
1610,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0690           ,K4, ,1080538.638
1611,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0730           ,K4, ,6758163.906
1612,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0770           ,K4, ,11035769.49
1613,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0810           ,K4, ,0
1614,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0820           ,K4, ,5839661.298
1615,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0830           ,K4, ,-11035769.49
1616,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0840           ,K4, ,0
1617,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0850           ,K4, ,-22760770.62
1618,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0880           ,K4, ,5374381.65
1619,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R0900           ,K4, ,128774104.2
1620,2017012,DUMMY5,S.02.01.02      ,GAC0020         ,R1000           ,K4, ,-37749168.57
1621,2017016,DUMMY5,"S,02,01,01      ",C0010           ,ER0815          ,K4, ,1557306
1622,2017016,DUMMY5,"S,02,01,01      ",C0010           ,GAR0040         ,K4, ,3414973.008
1623,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0030           ,K4, ,0
1624,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0040           ,K4, ,11926717.07
1625,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0060           ,K4, ,93002172.75
1626,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0070           ,K4, ,748283710.6
1627,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0090           ,K4, ,3414973.008
1628,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0130           ,K4, ,673407015
1629,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0140           ,K4, ,634989900.2
1630,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0150           ,K4, ,38417114.75
1631,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0180           ,K4, ,2866810.818
1632,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0200           ,K4, ,68594911.78
1633,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0210           ,K4, ,0
1634,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0220           ,K4, ,5737147.89
1635,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0230           ,K4, ,3374998.2
1636,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0260           ,K4, ,3374998.2
1637,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0270           ,K4, ,201887113.6
1638,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0280           ,K4, ,200044728.5
1639,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0290           ,K4, ,200036984.5
1640,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0300           ,K4, ,7743.99
1641,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0310           ,K4, ,1842385.134
1642,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0330           ,K4, ,1842385.134
1643,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0360           ,K4, ,27119742.7
1644,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0370           ,K4, ,3362924.34
1645,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0380           ,K4, ,45325898.69
1646,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0410           ,K4, ,20299337.23
1647,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0420           ,K4, ,6394303.32
1648,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0500           ,K4, ,1166714066
1649,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0510           ,K4, ,546946062.2
1650,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0520           ,K4, ,547141489.2
1651,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0540           ,K4, ,529188652.6
1652,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0550           ,K4, ,17952836.58
1653,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0560           ,K4, ,-195426.984
1654,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0580           ,K4, ,-207147.774
1655,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0590           ,K4, ,11720.79
1656,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0600           ,K4, ,126063246.3
1657,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0650           ,K4, ,126063246.3
1658,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0670           ,K4, ,122629922.6
1659,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0680           ,K4, ,3433323.768
1660,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0690           ,K4, ,4271647.914
1661,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0710           ,K4, ,4155309.882
1662,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0720           ,K4, ,116338.032
1663,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0750           ,K4, ,0
1664,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0770           ,K4, ,155280730.5
1665,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0810           ,K4, ,1557306
1666,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0820           ,K4, ,20056881.2
1667,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0830           ,K4, ,20263912.18
1668,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0840           ,K4, ,6532165.764
1669,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0850           ,K4, ,22760770.62
1670,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0870           ,K4, ,22760770.62
1671,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0880           ,K4, ,988841.028
1672,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R0900           ,K4, ,904721563.8
1673,2017016,DUMMY5,"S,02,01,01      ",C0010           ,R1000           ,K4, ,261992502.6
1674,2017016,DUMMY5,"S,02,01,01      ",C0020           ,ER0815          ,K4, ,1557306
1675,2017016,DUMMY5,"S,02,01,01      ",C0020           ,GAR0040         ,K4, ,3423289.728
1676,2017016,DUMMY5,"S,02,01,01      ",C0020           ,GAR0050         ,K4, ,283355736.8
1677,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0020           ,K4, ,56506706.35
1678,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0030           ,K4, ,11695484.81
1679,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0040           ,K4, ,0
1680,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0050           ,K4, ,0
1681,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0060           ,K4, ,93002172.75
1682,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0070           ,K4, ,771221157.4
1683,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0090           ,K4, ,3423289.728
1684,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0130           ,K4, ,696475835.9
1685,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0180           ,K4, ,2727120
1686,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0200           ,K4, ,68594911.78
1687,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0210           ,K4, ,0
1688,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0220           ,K4, ,5737147.89
1689,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0230           ,K4, ,3374998.2
1690,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0270           ,K4, ,223334619.9
1691,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0280           ,K4, ,222247428
1692,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0310           ,K4, ,1087191.924
1693,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0360           ,K4, ,103989665.9
1694,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0370           ,K4, ,3362924.34
1695,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0380           ,K4, ,45325898.69
1696,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0410           ,K4, ,20299337.23
1697,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0420           ,K4, ,7399112.556
1698,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0500           ,K4, ,1345249226
1699,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0510           ,K4, ,652411262.4
1700,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0600           ,K4, ,156686682.1
1701,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0690           ,K4, ,5352186.552
1702,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0730           ,K4, ,6758163.906
1703,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0750           ,K4, ,0
1704,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0770           ,K4, ,166314568
1705,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0780           ,K4, ,0
1706,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0810           ,K4, ,1557306
1707,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0820           ,K4, ,27927086.45
1708,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0830           ,K4, ,9230074.674
1709,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0840           ,K4, ,6532165.764
1710,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0850           ,K4, ,22760770.62
1711,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0880           ,K4, ,6363222.678
1712,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R0900           ,K4, ,1061893489
1713,2017016,DUMMY5,"S,02,01,01      ",C0020           ,R1000           ,K4, ,283355736.8
1714,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,ER0815          ,K4, ,0
1715,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,GAR0040         ,K4, ,-8316.72
1716,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0020           ,K4, ,-56506706.35
1717,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0030           ,K4, ,-11695484.81
1718,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0040           ,K4, ,11926717.07
1719,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0050           ,K4, ,0
1720,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0060           ,K4, ,0
1721,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0070           ,K4, ,-22937446.88
1722,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0090           ,K4, ,-8316.72
1723,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0130           ,K4, ,-23068820.98
1724,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0180           ,K4, ,139690.818
1725,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0200           ,K4, ,0
1726,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0210           ,K4, ,0
1727,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0220           ,K4, ,0
1728,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0230           ,K4, ,0
1729,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0270           ,K4, ,-21447506.28
1730,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0280           ,K4, ,-22202699.49
1731,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0290           ,K4, ,200036984.5
1732,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0300           ,K4, ,7743.99
1733,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0310           ,K4, ,755193.21
1734,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0330           ,K4, ,1842385.134
1735,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0360           ,K4, ,-76869923.18
1736,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0370           ,K4, ,0
1737,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0380           ,K4, ,0
1738,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0410           ,K4, ,0
1739,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0420           ,K4, ,-1004809.236
1740,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0500           ,K4, ,-178535159.7
1741,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0510           ,K4, ,105465200.1
1742,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0520           ,K4, ,-547141489.2
1743,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0560           ,K4, ,195426.984
1744,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0600           ,K4, ,30623435.81
1745,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0650           ,K4, ,-126063246.3
1746,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0690           ,K4, ,1080538.638
1747,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0730           ,K4, ,6758163.906
1748,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0750           ,K4, ,0
1749,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0770           ,K4, ,11033837.5
1750,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0780           ,K4, ,0
1751,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0810           ,K4, ,0
1752,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0820           ,K4, ,7870205.25
1753,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0830           ,K4, ,-11033837.5
1754,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0840           ,K4, ,0
1755,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0850           ,K4, ,0
1756,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0880           ,K4, ,5374381.65
1757,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R0900           ,K4, ,157171925.4
1758,2017016,DUMMY5,"S,02,01,01      ",GAC0020         ,R1000           ,K4, ,-21363234.27
1759,2018003,DUMMY5,S.02.01.02      ,C0010           ,ER0815          ,K4, ,1316320.2
1760,2018003,DUMMY5,S.02.01.02      ,C0010           ,GAR0040         ,K4, ,3423289.728
1761,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0030           ,K4, ,0
1762,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0040           ,K4, ,11926717.07
1763,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0060           ,K4, ,128521191.2
1764,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0070           ,K4, ,739584036.2
1765,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0090           ,K4, ,3423289.728
1766,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0130           ,K4, ,655360635.5
1767,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0140           ,K4, ,617285975.5
1768,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0150           ,K4, ,38074660.03
1769,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0180           ,K4, ,2823952.986
1770,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0200           ,K4, ,77976158
1771,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0210           ,K4, ,0
1772,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0220           ,K4, ,7775582.874
1773,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0230           ,K4, ,3404124.906
1774,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0260           ,K4, ,3404124.906
1775,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0270           ,K4, ,206026540.9
1776,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0280           ,K4, ,205259815.7
1777,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0290           ,K4, ,205282437.3
1778,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0300           ,K4, ,-22621.584
1779,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0310           ,K4, ,766725.132
1780,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0330           ,K4, ,766725.132
1781,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0360           ,K4, ,26959262.33
1782,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0370           ,K4, ,5542490.568
1783,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0380           ,K4, ,42335116.17
1784,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0410           ,K4, ,17565184.2
1785,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0420           ,K4, ,2362246.764
1786,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0500           ,K4, ,1192002493
1787,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0510           ,K4, ,575589304.1
1788,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0520           ,K4, ,573098461.7
1789,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0540           ,K4, ,555252757.2
1790,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0550           ,K4, ,17845704.47
1791,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0560           ,K4, ,2490842.394
1792,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0580           ,K4, ,2371989.498
1793,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0590           ,K4, ,118852.896
1794,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0600           ,K4, ,125597471.7
1795,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0650           ,K4, ,125597471.7
1796,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0670           ,K4, ,122164148
1797,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0680           ,K4, ,3433323.768
1798,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0690           ,K4, ,5861532.102
1799,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0710           ,K4, ,5745194.07
1800,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0720           ,K4, ,116338.032
1801,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0770           ,K4, ,164712703.5
1802,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0810           ,K4, ,1316320.2
1803,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0820           ,K4, ,20539147.44
1804,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0830           ,K4, ,17081003.86
1805,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0840           ,K4, ,6996354.03
1806,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0850           ,K4, ,22747718.4
1807,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0870           ,K4, ,22747718.4
1808,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0880           ,K4, ,1048253.976
1809,2018003,DUMMY5,S.02.01.02      ,C0010           ,R0900           ,K4, ,941489809.3
1810,2018003,DUMMY5,S.02.01.02      ,C0010           ,R1000           ,K4, ,250512683.8
1811,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0815          ,K4, ,1316320.2
1812,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0040         ,K4, ,3423289.728
1813,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0050         ,K4, ,275596431.4
1814,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0020           ,K4, ,59111772.19
1815,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0030           ,K4, ,10805973.43
1816,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0040           ,K4, ,0
1817,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0050           ,K4, ,0
1818,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0060           ,K4, ,128521191.2
1819,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0070           ,K4, ,760692025.3
1820,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0090           ,K4, ,3423289.728
1821,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0130           ,K4, ,676565457.6
1822,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0180           ,K4, ,2727120
1823,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0200           ,K4, ,77976158
1824,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0210           ,K4, ,0
1825,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0220           ,K4, ,7775582.874
1826,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0230           ,K4, ,3404124.906
1827,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0270           ,K4, ,226903941.8
1828,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0280           ,K4, ,226873749.1
1829,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0310           ,K4, ,30192.678
1830,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0360           ,K4, ,114002960.2
1831,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0370           ,K4, ,5542490.568
1832,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0380           ,K4, ,42335116.17
1833,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0410           ,K4, ,17565184.2
1834,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0420           ,K4, ,2864060.286
1835,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0500           ,K4, ,1379524423
1836,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0510           ,K4, ,687428315.6
1837,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0600           ,K4, ,156612737.6
1838,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0690           ,K4, ,7375556.448
1839,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0730           ,K4, ,6873511.35
1840,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0770           ,K4, ,173361483.6
1841,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0810           ,K4, ,1316320.2
1842,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0820           ,K4, ,29629578.49
1843,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0830           ,K4, ,8432223.726
1844,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0840           ,K4, ,6996354.03
1845,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0850           ,K4, ,22747718.4
1846,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0880           ,K4, ,3154192.218
1847,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R0900           ,K4, ,1103927992
1848,2018003,DUMMY5,S.02.01.02      ,GAC0010         ,R1000           ,K4, ,275596431.4
1849,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0815          ,K4, ,0
1850,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,GAR0040         ,K4, ,0
1851,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0020           ,K4, ,-59111772.19
1852,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0030           ,K4, ,-10805973.43
1853,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0040           ,K4, ,11926717.07
1854,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0050           ,K4, ,0
1855,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0060           ,K4, ,0
1856,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,-21107989.06
1857,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0090           ,K4, ,0
1858,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0130           ,K4, ,-21204822.05
1859,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0180           ,K4, ,96832.986
1860,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0200           ,K4, ,0
1861,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0210           ,K4, ,0
1862,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0220           ,K4, ,0
1863,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0230           ,K4, ,0
1864,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0270           ,K4, ,-20877400.91
1865,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0280           ,K4, ,-21613933.37
1866,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0290           ,K4, ,205282437.3
1867,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0300           ,K4, ,-22621.584
1868,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0310           ,K4, ,736532.454
1869,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0330           ,K4, ,766725.132
1870,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0360           ,K4, ,-87043697.9
1871,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0370           ,K4, ,0
1872,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0380           ,K4, ,0
1873,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0410           ,K4, ,0
1874,2018003,DUMMY5,S.02.01.02      ,GAC0020         ,R0420           ,K4, ,-501813.522
